payment_intent_id,event_id,ticket_type,gross_amount,fee_amount,tax_amount,discount_amount,net_amount,currency,status,is_refund,refers_payment_intent_id,created_ts
pi_649278541,1001,General,21.65,1.06,1.08,0.0,20.59,CAD,captured,0,,2025-05-18T08:27:00
pi_178883489,1001,VIP,59.9,2.4,3.0,8.99,48.51,CAD,captured,0,,2025-05-22T20:48:00
pi_594195046,1001,VIP,62.18,2.48,3.11,0.0,59.7,CAD,captured,0,,2025-05-18T23:43:00
pi_319054780,1001,Senior,15.99,0.86,0.8,0.0,15.13,CAD,captured,0,,2025-05-18T19:48:00
pi_549248924,1001,VIP,60.97,2.43,3.05,0.0,58.54,CAD,captured,0,,2025-05-21T14:24:00
pi_747520902,1001,General,26.35,1.22,1.32,0.0,25.13,CAD,captured,0,,2025-05-20T19:28:00
pi_938868888,1001,General,23.84,1.13,1.19,0.0,22.71,CAD,captured,0,,2025-05-19T13:08:00
pi_733534222,1001,Student,0.0,0.0,0.0,0.0,-11.82,CAD,refunded,1,pi_517785090,2025-05-24T18:57:00
pi_626342100,1001,VIP,59.16,2.37,2.96,0.0,56.79,CAD,captured,0,,2025-05-16T16:56:00
pi_456069438,1001,Student,14.32,0.8,0.72,2.15,11.37,CAD,captured,0,,2025-05-17T06:31:00
pi_326958947,1001,VIP,55.39,2.24,2.77,0.0,53.15,CAD,captured,0,,2025-05-18T10:24:00
pi_105023274,1001,Senior,17.08,0.9,0.85,0.0,16.18,CAD,captured,0,,2025-05-31T22:33:00
pi_744328861,1001,Senior,18.09,0.93,0.9,0.0,17.16,CAD,captured,0,,2025-05-25T08:06:00
pi_178165108,1001,Student,18.24,0.94,0.91,0.0,17.3,CAD,captured,0,,2025-05-25T00:39:00
pi_249037925,1001,VIP,60.55,2.42,3.03,0.0,58.13,CAD,captured,0,,2025-05-24T09:51:00
pi_792284095,1001,Senior,15.46,0.84,0.77,0.0,14.62,CAD,captured,0,,2025-05-22T23:09:00
pi_203187081,1001,Student,12.63,0.74,0.63,0.0,11.89,CAD,captured,0,,2025-05-20T07:21:00
pi_334476775,1001,General,22.83,1.1,1.14,0.0,21.73,CAD,captured,0,,2025-06-01T04:23:00
pi_151979008,1001,General,0.0,0.0,0.0,0.0,-21.52,CAD,refunded,1,pi_980135365,2025-05-26T06:41:00
pi_457521013,1001,VIP,60.98,2.43,3.05,0.0,58.55,CAD,captured,0,,2025-05-22T01:24:00
pi_251671626,1001,Senior,16.61,0.88,0.83,0.0,15.73,CAD,captured,0,,2025-05-24T20:35:00
pi_314021315,1001,VIP,63.04,2.51,3.15,0.0,60.53,CAD,captured,0,,2025-05-21T07:03:00
pi_240203680,1001,General,26.78,1.24,1.34,0.0,25.54,CAD,captured,0,,2025-05-22T04:04:00
pi_910312741,1001,VIP,60.95,2.43,3.05,0.0,58.52,CAD,captured,0,,2025-05-25T10:00:00
pi_491163382,1001,Student,17.4,0.91,0.87,0.0,16.49,CAD,captured,0,,2025-05-21T10:54:00
pi_104592615,1001,VIP,63.45,2.52,3.17,0.0,60.93,CAD,captured,0,,2025-05-30T13:44:00
pi_156620136,1001,General,27.13,1.25,1.36,0.0,25.88,CAD,captured,0,,2025-05-21T18:10:00
pi_240959160,1001,VIP,59.39,2.38,2.97,0.0,57.01,CAD,captured,0,,2025-05-15T07:30:00
pi_550419314,1001,General,0.0,0.0,0.0,0.0,-27.83,CAD,refunded,1,pi_373548532,2025-05-31T15:56:00
pi_177740871,1001,VIP,63.8,2.53,3.19,0.0,61.27,CAD,captured,0,,2025-05-30T13:33:00
pi_108915210,1001,General,20.09,1.0,1.0,0.0,19.09,CAD,captured,0,,2025-05-16T18:30:00
pi_102034366,1001,Senior,18.96,0.96,0.95,2.84,15.16,CAD,captured,0,,2025-05-28T10:20:00
pi_276822675,1001,VIP,62.0,2.47,3.1,0.0,59.53,CAD,captured,0,,2025-05-30T00:10:00
pi_328919272,1001,VIP,58.6,2.35,2.93,0.0,56.25,CAD,captured,0,,2025-05-29T00:07:00
pi_729896671,1001,Student,10.8,0.68,0.54,0.0,10.12,CAD,captured,0,,2025-05-25T13:40:00
pi_150500387,1001,General,24.37,1.15,1.22,0.0,23.22,CAD,captured,0,,2025-05-21T13:54:00
pi_261008963,1001,Student,15.04,0.83,0.75,0.0,14.21,CAD,captured,0,,2025-05-22T19:27:00
pi_706920971,1001,General,27.14,1.25,1.36,4.07,21.82,CAD,captured,0,,2025-05-16T21:21:00
pi_696342297,1001,Senior,15.14,0.83,0.76,2.27,12.04,CAD,captured,0,,2025-05-29T23:02:00
pi_776611776,1001,Student,20.27,1.01,1.01,0.0,19.26,CAD,captured,0,,2025-05-28T00:44:00
pi_901778415,1001,Senior,17.95,0.93,0.9,0.0,17.02,CAD,captured,0,,2025-05-25T19:54:00
pi_505245592,1001,General,20.41,1.01,1.02,0.0,19.4,CAD,captured,0,,2025-05-19T06:40:00
pi_594439874,1001,VIP,61.97,2.47,3.1,0.0,59.5,CAD,captured,0,,2025-05-23T23:37:00
pi_882064049,1001,General,22.55,1.09,1.13,0.0,21.46,CAD,captured,0,,2025-05-27T03:57:00
pi_249519760,1001,VIP,61.44,2.45,3.07,0.0,58.99,CAD,captured,0,,2025-05-24T12:57:00
pi_204498267,1001,VIP,62.25,2.48,3.11,0.0,59.77,CAD,captured,0,,2025-05-13T21:05:00
pi_125893788,1001,VIP,58.09,2.33,2.9,0.0,55.76,CAD,captured,0,,2025-05-15T03:06:00
pi_456957107,1001,Senior,18.7,0.95,0.93,0.0,17.75,CAD,captured,0,,2025-05-13T22:13:00
pi_975628985,1001,Student,15.47,0.84,0.77,0.0,14.63,CAD,captured,0,,2025-05-22T20:20:00
pi_835271659,1001,General,23.04,1.11,1.15,0.0,21.93,CAD,captured,0,,2025-05-20T22:44:00
pi_726662873,1001,VIP,56.51,2.28,2.83,0.0,54.23,CAD,captured,0,,2025-05-29T23:52:00
pi_508537263,1001,Student,12.45,0.74,0.62,1.87,9.84,CAD,captured,0,,2025-05-28T21:25:00
pi_325503328,1001,VIP,58.74,2.36,2.94,0.0,56.38,CAD,captured,0,,2025-05-22T11:21:00
pi_393684506,1001,General,29.33,1.33,1.47,0.0,28.0,CAD,captured,0,,2025-05-21T12:33:00
pi_810043195,1001,VIP,57.16,2.3,2.86,0.0,54.86,CAD,captured,0,,2025-05-17T12:15:00
pi_343573980,1001,VIP,59.5,2.38,2.97,0.0,57.12,CAD,captured,0,,2025-05-15T03:22:00
pi_675455285,1001,VIP,62.98,2.5,3.15,0.0,60.48,CAD,captured,0,,2025-05-14T19:08:00
pi_992545105,1001,VIP,60.24,2.41,3.01,0.0,57.83,CAD,captured,0,,2025-05-13T23:18:00
pi_390994419,1001,Senior,18.38,0.94,0.92,0.0,17.44,CAD,captured,0,,2025-05-21T01:57:00
pi_320888583,1001,VIP,61.47,2.45,3.07,0.0,59.02,CAD,captured,0,,2025-05-28T03:01:00
pi_963371559,1001,General,28.67,1.3,1.43,0.0,27.37,CAD,captured,0,,2025-05-18T10:09:00
pi_111854180,1001,VIP,62.2,2.48,3.11,0.0,59.72,CAD,captured,0,,2025-05-26T12:58:00
pi_943033748,1001,Senior,18.14,0.93,0.91,0.0,17.21,CAD,captured,0,,2025-05-21T10:32:00
pi_996921845,1001,Senior,16.84,0.89,0.84,0.0,15.95,CAD,captured,0,,2025-06-01T03:02:00
pi_331205290,1001,General,25.51,1.19,1.28,0.0,24.32,CAD,captured,0,,2025-05-17T03:44:00
pi_102040059,1001,General,21.07,1.04,1.05,0.0,20.03,CAD,captured,0,,2025-05-25T18:01:00
pi_139765155,1001,Senior,0.0,0.0,0.0,0.0,-15.9,CAD,refunded,1,pi_852694474,2025-05-25T19:06:00
pi_747055528,1001,Student,10.79,0.68,0.54,0.0,10.11,CAD,captured,0,,2025-05-18T17:34:00
pi_724399533,1001,Senior,16.54,0.88,0.83,0.0,15.66,CAD,captured,0,,2025-05-18T23:33:00
pi_793682892,1001,General,25.06,1.18,1.25,0.0,23.88,CAD,captured,0,,2025-05-16T11:42:00
pi_990202885,1001,General,25.97,1.21,1.3,3.9,20.86,CAD,captured,0,,2025-05-18T00:10:00
pi_359605329,1001,VIP,60.21,2.41,3.01,0.0,57.8,CAD,captured,0,,2025-05-28T07:16:00
pi_363149161,1001,VIP,60.84,2.43,3.04,0.0,58.41,CAD,captured,0,,2025-05-31T07:33:00
pi_873222789,1001,General,27.52,1.26,1.38,0.0,26.26,CAD,captured,0,,2025-05-18T09:35:00
pi_277829882,1001,Senior,15.34,0.84,0.77,0.0,14.5,CAD,captured,0,,2025-05-30T17:32:00
pi_611371862,1001,General,29.31,1.33,1.47,0.0,27.98,CAD,captured,0,,2025-05-19T21:30:00
pi_477174682,1001,VIP,58.76,2.36,2.94,0.0,56.4,CAD,captured,0,,2025-05-26T14:03:00
pi_788692220,1001,Student,14.63,0.81,0.73,2.19,11.63,CAD,captured,0,,2025-05-18T13:23:00
pi_418234817,1001,Student,18.47,0.95,0.92,0.0,17.52,CAD,captured,0,,2025-05-23T23:42:00
pi_574230168,1001,VIP,59.75,2.39,2.99,0.0,57.36,CAD,captured,0,,2025-05-24T16:53:00
pi_258991109,1001,Senior,16.48,0.88,0.82,0.0,15.6,CAD,captured,0,,2025-05-22T11:07:00
pi_483027732,1001,Senior,17.71,0.92,0.89,0.0,16.79,CAD,captured,0,,2025-05-27T13:14:00
pi_791580922,1001,VIP,0.0,0.0,0.0,0.0,-59.88,CAD,refunded,1,pi_577666179,2025-05-27T16:45:00
pi_439648633,1001,General,23.36,1.12,1.17,3.5,18.74,CAD,captured,0,,2025-05-17T01:24:00
pi_754529312,1001,VIP,60.87,2.43,3.04,0.0,58.44,CAD,captured,0,,2025-05-30T18:20:00
pi_448725333,1001,Student,13.3,0.77,0.67,0.0,12.53,CAD,captured,0,,2025-05-26T16:50:00
pi_166014105,1001,VIP,59.61,2.39,2.98,8.94,48.28,CAD,captured,0,,2025-05-19T07:38:00
pi_626803756,1001,VIP,61.37,2.45,3.07,9.2,49.72,CAD,captured,0,,2025-05-13T20:31:00
pi_859837078,1001,General,23.32,1.12,1.17,0.0,22.2,CAD,captured,0,,2025-05-29T14:07:00
pi_258916485,1001,VIP,61.27,2.44,3.06,0.0,58.83,CAD,captured,0,,2025-05-24T02:27:00
pi_576861259,1001,General,24.26,1.15,1.21,0.0,23.11,CAD,captured,0,,2025-05-14T02:52:00
pi_576271872,1001,General,26.74,1.24,1.34,0.0,25.5,CAD,captured,0,,2025-05-30T22:56:00
pi_717852736,1001,General,21.35,1.05,1.07,3.2,17.1,CAD,captured,0,,2025-05-22T07:06:00
pi_212078659,1001,Senior,20.28,1.01,1.01,0.0,19.27,CAD,captured,0,,2025-05-30T20:19:00
pi_332312632,1001,VIP,59.07,2.37,2.95,0.0,56.7,CAD,captured,0,,2025-05-30T13:13:00
pi_680022827,1001,Student,15.72,0.85,0.79,0.0,14.87,CAD,captured,0,,2025-05-23T07:53:00
pi_814650039,1001,Senior,16.55,0.88,0.83,0.0,15.67,CAD,captured,0,,2025-05-24T02:48:00
pi_207509863,1001,General,25.88,1.21,1.29,0.0,24.67,CAD,captured,0,,2025-05-22T22:30:00
pi_891757571,1001,Senior,18.11,0.93,0.91,0.0,17.18,CAD,captured,0,,2025-05-24T10:07:00
pi_961354670,1001,General,0.0,0.0,0.0,0.0,-26.1,CAD,refunded,1,pi_975370262,2025-06-01T06:36:00
pi_203941917,1001,General,23.38,1.12,1.17,0.0,22.26,CAD,captured,0,,2025-05-25T22:16:00
pi_199533989,1001,VIP,58.65,2.35,2.93,0.0,56.3,CAD,captured,0,,2025-05-21T10:39:00
pi_105279045,1001,VIP,55.01,2.23,2.75,0.0,52.78,CAD,captured,0,,2025-05-20T15:58:00
pi_806602422,1001,Senior,15.45,0.84,0.77,0.0,14.61,CAD,captured,0,,2025-05-15T09:57:00
pi_181425702,1001,Student,15.04,0.83,0.75,0.0,14.21,CAD,captured,0,,2025-05-23T04:32:00
pi_816597895,1001,Student,14.39,0.8,0.72,0.0,13.59,CAD,captured,0,,2025-05-31T23:55:00
pi_857620181,1001,Senior,0.0,0.0,0.0,0.0,-12.83,CAD,refunded,1,pi_792293438,2025-05-23T09:33:00
pi_144648437,1001,VIP,60.68,2.42,3.03,0.0,58.26,CAD,captured,0,,2025-05-14T19:11:00
pi_325886820,1001,Student,17.19,0.9,0.86,0.0,16.29,CAD,captured,0,,2025-05-27T08:48:00
pi_483664619,1001,VIP,58.75,2.36,2.94,8.81,47.58,CAD,captured,0,,2025-05-27T14:39:00
pi_850411729,1001,VIP,57.78,2.32,2.89,8.67,46.79,CAD,captured,0,,2025-05-22T10:15:00
pi_726136423,1001,General,25.37,1.19,1.27,3.8,20.38,CAD,captured,0,,2025-05-29T07:22:00
pi_532206544,1001,Student,0.0,0.0,0.0,0.0,-10.86,CAD,refunded,1,pi_340827628,2025-05-26T04:38:00
pi_226399628,1001,VIP,0.0,0.0,0.0,0.0,-47.78,CAD,refunded,1,pi_954967723,2025-05-17T22:30:00
pi_103611111,1001,Senior,18.41,0.94,0.92,0.0,17.47,CAD,captured,0,,2025-05-25T18:29:00
pi_524818236,1001,General,0.0,0.0,0.0,0.0,-23.14,CAD,refunded,1,pi_824672501,2025-05-17T07:25:00
pi_508448738,1001,General,26.79,1.24,1.34,0.0,25.55,CAD,captured,0,,2025-05-18T01:05:00
pi_482492167,1001,VIP,0.0,0.0,0.0,0.0,-57.92,CAD,refunded,1,pi_262273099,2025-05-24T12:56:00
pi_148901948,1001,Senior,15.83,0.85,0.79,0.0,14.98,CAD,captured,0,,2025-05-16T19:41:00
pi_887736113,1001,Student,14.38,0.8,0.72,0.0,13.58,CAD,captured,0,,2025-05-23T04:43:00
pi_695394476,1001,VIP,57.42,2.31,2.87,8.61,46.5,CAD,captured,0,,2025-05-17T04:17:00
pi_396851978,1001,Student,15.14,0.83,0.76,0.0,14.31,CAD,captured,0,,2025-05-31T14:07:00
pi_404153077,1001,Senior,17.65,0.92,0.88,0.0,16.73,CAD,captured,0,,2025-05-18T12:59:00
pi_455981351,1001,VIP,61.43,2.45,3.07,0.0,58.98,CAD,captured,0,,2025-05-25T03:59:00
pi_647170403,1001,Senior,15.02,0.83,0.75,0.0,14.19,CAD,captured,0,,2025-05-14T11:14:00
pi_460276348,1001,General,24.19,1.15,1.21,0.0,23.04,CAD,captured,0,,2025-05-27T06:27:00
pi_262460567,1001,Student,15.0,0.82,0.75,0.0,14.18,CAD,captured,0,,2025-05-16T12:07:00
pi_641188744,1001,Senior,18.45,0.95,0.92,0.0,17.5,CAD,captured,0,,2025-05-23T08:38:00
pi_229472861,1001,VIP,59.4,2.38,2.97,8.91,48.11,CAD,captured,0,,2025-05-31T18:37:00
pi_698505427,1001,Senior,17.55,0.91,0.88,0.0,16.64,CAD,captured,0,,2025-05-19T08:12:00
pi_707035496,1001,VIP,55.5,2.24,2.77,0.0,53.26,CAD,captured,0,,2025-05-16T04:43:00
pi_999060438,1001,Student,17.82,0.92,0.89,0.0,16.9,CAD,captured,0,,2025-05-23T00:43:00
pi_747822693,1001,Senior,19.32,0.98,0.97,0.0,18.34,CAD,captured,0,,2025-05-24T06:20:00
pi_973309429,1001,Student,18.15,0.94,0.91,0.0,17.21,CAD,captured,0,,2025-05-14T01:42:00
pi_452598044,1001,VIP,59.59,2.39,2.98,0.0,57.2,CAD,captured,0,,2025-05-29T12:17:00
pi_943812233,1001,General,27.66,1.27,1.38,0.0,26.39,CAD,captured,0,,2025-05-24T21:22:00
pi_817563480,1001,Senior,18.96,0.96,0.95,0.0,18.0,CAD,captured,0,,2025-05-21T13:00:00
pi_746082778,1001,VIP,59.06,2.37,2.95,0.0,56.69,CAD,captured,0,,2025-05-24T20:44:00
pi_280233527,1001,Senior,17.89,0.93,0.89,0.0,16.96,CAD,captured,0,,2025-05-28T13:20:00
pi_694860848,1001,VIP,60.15,2.41,3.01,0.0,57.74,CAD,captured,0,,2025-05-16T01:27:00
pi_775871124,1001,General,22.87,1.1,1.14,0.0,21.77,CAD,captured,0,,2025-05-13T23:16:00
pi_705138491,1001,Student,15.48,0.84,0.77,0.0,14.64,CAD,captured,0,,2025-05-29T00:02:00
pi_411483825,1001,General,24.54,1.16,1.23,0.0,23.38,CAD,captured,0,,2025-05-15T08:27:00
pi_973398171,1001,General,24.72,1.17,1.24,0.0,23.55,CAD,captured,0,,2025-05-14T06:09:00
pi_826692665,1001,Student,12.53,0.74,0.63,0.0,11.79,CAD,captured,0,,2025-05-26T07:27:00
pi_570956889,1001,VIP,57.97,2.33,2.9,0.0,55.64,CAD,captured,0,,2025-05-30T12:05:00
pi_369527738,1002,Student,16.93,0.89,0.85,0.0,16.04,CAD,captured,0,,2025-05-20T02:18:00
pi_359383878,1002,Senior,0.0,0.0,0.0,0.0,-19.83,CAD,refunded,1,pi_413420134,2025-05-23T00:14:00
pi_376771956,1002,Senior,18.84,0.96,0.94,2.83,15.05,CAD,captured,0,,2025-05-28T02:32:00
pi_559053184,1002,General,22.07,1.07,1.1,0.0,21.0,CAD,captured,0,,2025-05-25T00:52:00
pi_627699010,1002,VIP,57.21,2.3,2.86,0.0,54.91,CAD,captured,0,,2025-05-19T08:51:00
pi_198061990,1002,General,23.85,1.13,1.19,0.0,22.72,CAD,captured,0,,2025-05-28T01:46:00
pi_109160503,1002,General,29.17,1.32,1.46,0.0,27.85,CAD,captured,0,,2025-05-25T17:11:00
pi_959162026,1002,VIP,58.36,2.34,2.92,0.0,56.02,CAD,captured,0,,2025-05-21T17:04:00
pi_795838062,1002,General,22.99,1.1,1.15,0.0,21.89,CAD,captured,0,,2025-05-20T20:01:00
pi_216081287,1002,Senior,17.42,0.91,0.87,0.0,16.51,CAD,captured,0,,2025-05-24T10:57:00
pi_433318204,1002,VIP,0.0,0.0,0.0,0.0,-47.38,CAD,refunded,1,pi_756394908,2025-05-23T21:08:00
pi_420282752,1002,General,23.73,1.13,1.19,0.0,22.6,CAD,captured,0,,2025-05-31T06:07:00
pi_583467683,1002,Senior,18.93,0.96,0.95,0.0,17.97,CAD,captured,0,,2025-05-31T12:04:00
pi_118711347,1002,VIP,56.76,2.29,2.84,0.0,54.47,CAD,captured,0,,2025-05-17T09:52:00
pi_469226995,1002,Student,15.38,0.84,0.77,0.0,14.54,CAD,captured,0,,2025-05-20T18:25:00
pi_580459514,1002,Student,12.19,0.73,0.61,0.0,11.46,CAD,captured,0,,2025-05-27T13:20:00
pi_175701534,1002,Student,10.73,0.68,0.54,0.0,10.05,CAD,captured,0,,2025-06-03T14:09:00
pi_446280465,1002,Senior,15.92,0.86,0.8,0.0,15.06,CAD,captured,0,,2025-06-01T13:31:00
pi_234831737,1002,Student,14.94,0.82,0.75,0.0,14.12,CAD,captured,0,,2025-05-23T01:04:00
pi_395530516,1002,Student,10.3,0.66,0.51,0.0,9.64,CAD,captured,0,,2025-05-22T00:53:00
pi_720169845,1002,VIP,62.81,2.5,3.14,0.0,60.31,CAD,captured,0,,2025-05-21T08:16:00
pi_281132168,1002,General,27.01,1.25,1.35,4.05,21.71,CAD,captured,0,,2025-05-31T02:46:00
pi_319431475,1002,Senior,13.57,0.77,0.68,0.0,12.8,CAD,captured,0,,2025-05-27T22:07:00
pi_594455416,1002,VIP,57.43,2.31,2.87,0.0,55.12,CAD,captured,0,,2025-05-29T01:20:00
pi_741994818,1002,Student,17.13,0.9,0.86,0.0,16.23,CAD,captured,0,,2025-05-23T15:37:00
pi_191512123,1002,VIP,63.41,2.52,3.17,9.51,51.38,CAD,captured,0,,2025-05-20T22:30:00
pi_421864961,1002,General,23.1,1.11,1.15,0.0,21.99,CAD,captured,0,,2025-05-29T08:35:00
pi_211567840,1002,Senior,19.07,0.97,0.95,0.0,18.1,CAD,captured,0,,2025-05-21T20:19:00
pi_535433187,1002,VIP,63.04,2.51,3.15,0.0,60.53,CAD,captured,0,,2025-06-02T11:40:00
pi_854827871,1002,VIP,63.57,2.52,3.18,0.0,61.05,CAD,captured,0,,2025-06-04T02:33:00
pi_233129894,1002,Senior,18.92,0.96,0.95,2.84,15.12,CAD,captured,0,,2025-05-27T11:59:00
pi_932014722,1002,Student,0.0,0.0,0.0,0.0,-13.93,CAD,refunded,1,pi_753900445,2025-06-02T17:05:00
pi_188451323,1002,Senior,14.89,0.82,0.74,0.0,14.07,CAD,captured,0,,2025-05-17T06:16:00
pi_797219905,1002,Student,0.0,0.0,0.0,0.0,-16.03,CAD,refunded,1,pi_729253134,2025-05-23T22:34:00
pi_908349902,1002,Student,18.34,0.94,0.92,0.0,17.4,CAD,captured,0,,2025-05-30T02:29:00
pi_488104555,1002,General,24.69,1.16,1.23,0.0,23.53,CAD,captured,0,,2025-05-24T14:49:00
pi_391618053,1002,Student,13.23,0.76,0.66,0.0,12.47,CAD,captured,0,,2025-05-16T20:57:00
pi_738310411,1002,VIP,57.25,2.3,2.86,0.0,54.95,CAD,captured,0,,2025-05-22T21:41:00
pi_946727470,1002,VIP,59.43,2.38,2.97,0.0,57.05,CAD,captured,0,,2025-05-26T01:40:00
pi_303010685,1002,General,26.44,1.23,1.32,0.0,25.21,CAD,captured,0,,2025-05-28T06:38:00
pi_442248161,1002,Student,15.57,0.85,0.78,0.0,14.72,CAD,captured,0,,2025-05-26T21:57:00
pi_218441749,1002,General,26.57,1.23,1.33,0.0,25.34,CAD,captured,0,,2025-05-17T09:18:00
pi_890277091,1002,General,25.3,1.19,1.26,0.0,24.11,CAD,captured,0,,2025-06-02T04:53:00
pi_250788676,1002,Senior,20.06,1.0,1.0,0.0,19.06,CAD,captured,0,,2025-05-28T00:57:00
pi_280227907,1002,Student,13.48,0.77,0.67,0.0,12.71,CAD,captured,0,,2025-05-16T22:04:00
pi_240609045,1002,Student,10.96,0.68,0.55,0.0,10.28,CAD,captured,0,,2025-05-28T16:55:00
pi_410035881,1002,Senior,19.28,0.97,0.96,0.0,18.31,CAD,captured,0,,2025-05-31T08:43:00
pi_993534837,1002,Senior,14.41,0.8,0.72,0.0,13.61,CAD,captured,0,,2025-05-25T12:37:00
pi_377374786,1002,Student,14.25,0.8,0.71,0.0,13.45,CAD,captured,0,,2025-05-25T05:30:00
pi_656457271,1002,VIP,55.79,2.25,2.79,0.0,53.54,CAD,captured,0,,2025-05-27T07:44:00
pi_811525568,1002,General,29.4,1.33,1.47,0.0,28.07,CAD,captured,0,,2025-05-30T09:26:00
pi_102218485,1002,Student,14.5,0.81,0.73,0.0,13.69,CAD,captured,0,,2025-05-25T14:58:00
pi_193837883,1002,General,28.77,1.31,1.44,0.0,27.46,CAD,captured,0,,2025-05-27T04:13:00
pi_797603460,1002,General,24.16,1.15,1.21,3.62,19.39,CAD,captured,0,,2025-06-01T15:40:00
pi_148494649,1002,VIP,62.16,2.48,3.11,0.0,59.68,CAD,captured,0,,2025-05-20T22:11:00
pi_405556621,1002,General,27.22,1.25,1.36,0.0,25.97,CAD,captured,0,,2025-05-18T14:01:00
pi_102480952,1002,VIP,60.09,2.4,3.0,9.01,48.68,CAD,captured,0,,2025-06-02T18:43:00
pi_435593095,1002,VIP,57.7,2.32,2.89,0.0,55.38,CAD,captured,0,,2025-05-22T19:46:00
pi_319564373,1002,General,29.69,1.34,1.48,4.45,23.9,CAD,captured,0,,2025-06-01T06:22:00
pi_278699828,1002,Student,15.27,0.83,0.76,0.0,14.44,CAD,captured,0,,2025-06-01T09:52:00
pi_628116568,1002,Student,16.02,0.86,0.8,0.0,15.16,CAD,captured,0,,2025-05-17T11:38:00
pi_456597304,1002,General,25.37,1.19,1.27,0.0,24.18,CAD,captured,0,,2025-05-28T01:14:00
pi_229302537,1002,VIP,63.59,2.53,3.18,0.0,61.06,CAD,captured,0,,2025-05-19T19:30:00
pi_703560210,1002,General,19.64,0.99,0.98,0.0,18.65,CAD,captured,0,,2025-06-04T12:02:00
pi_407520092,1002,Student,14.99,0.82,0.75,0.0,14.17,CAD,captured,0,,2025-05-30T04:34:00
pi_676415924,1002,VIP,58.02,2.33,2.9,0.0,55.69,CAD,captured,0,,2025-05-26T15:08:00
pi_789744910,1002,Student,0.0,0.0,0.0,0.0,-10.36,CAD,refunded,1,pi_569888969,2025-06-01T18:18:00
pi_442445504,1002,Senior,18.79,0.96,0.94,0.0,17.83,CAD,captured,0,,2025-05-31T15:29:00
pi_649584980,1002,Senior,19.81,0.99,0.99,0.0,18.82,CAD,captured,0,,2025-05-28T03:33:00
pi_232284162,1002,General,25.41,1.19,1.27,0.0,24.22,CAD,captured,0,,2025-05-23T10:26:00
pi_645855346,1002,VIP,59.78,2.39,2.99,0.0,57.39,CAD,captured,0,,2025-05-31T09:06:00
pi_471403159,1002,Student,12.1,0.72,0.6,0.0,11.38,CAD,captured,0,,2025-05-27T21:00:00
pi_149125215,1002,VIP,59.86,2.39,2.99,0.0,57.47,CAD,captured,0,,2025-05-21T07:32:00
pi_606002422,1002,VIP,60.75,2.43,3.04,0.0,58.32,CAD,captured,0,,2025-05-22T06:35:00
pi_917981782,1002,VIP,58.99,2.36,2.95,0.0,56.63,CAD,captured,0,,2025-05-29T16:23:00
pi_693855401,1002,General,20.79,1.03,1.04,0.0,19.76,CAD,captured,0,,2025-05-17T13:46:00
pi_913091756,1002,General,25.65,1.2,1.28,3.85,20.6,CAD,captured,0,,2025-05-23T02:45:00
pi_773243050,1002,Senior,14.45,0.81,0.72,0.0,13.64,CAD,captured,0,,2025-05-23T10:27:00
pi_788587651,1002,VIP,62.51,2.49,3.13,0.0,60.02,CAD,captured,0,,2025-05-27T09:46:00
pi_201063914,1002,VIP,59.49,2.38,2.97,8.92,48.19,CAD,captured,0,,2025-05-21T22:33:00
pi_612213805,1002,Senior,20.18,1.01,1.01,0.0,19.17,CAD,captured,0,,2025-06-01T21:45:00
pi_262205370,1002,General,26.03,1.21,1.3,3.91,20.91,CAD,captured,0,,2025-05-31T23:37:00
pi_869461966,1002,Student,16.6,0.88,0.83,0.0,15.72,CAD,captured,0,,2025-05-26T17:43:00
pi_101114346,1002,Student,13.37,0.77,0.67,0.0,12.6,CAD,captured,0,,2025-05-18T12:12:00
pi_738987973,1002,Student,16.87,0.89,0.84,0.0,15.98,CAD,captured,0,,2025-05-30T16:49:00
pi_177541656,1002,Senior,18.41,0.94,0.92,0.0,17.47,CAD,captured,0,,2025-05-25T15:09:00
pi_542135648,1002,General,25.78,1.2,1.29,0.0,24.58,CAD,captured,0,,2025-06-04T06:15:00
pi_696567383,1002,General,25.94,1.21,1.3,0.0,24.73,CAD,captured,0,,2025-06-04T05:11:00
pi_400727612,1002,VIP,59.74,2.39,2.99,0.0,57.35,CAD,captured,0,,2025-05-26T21:51:00
pi_806999298,1002,Senior,0.0,0.0,0.0,0.0,-18.67,CAD,refunded,1,pi_163771953,2025-05-22T09:56:00
pi_313310928,1002,Student,15.16,0.83,0.76,2.27,12.06,CAD,captured,0,,2025-05-27T01:32:00
pi_978556622,1002,VIP,62.51,2.49,3.13,0.0,60.02,CAD,captured,0,,2025-06-01T11:19:00
pi_460116544,1002,VIP,59.08,2.37,2.95,0.0,56.71,CAD,captured,0,,2025-05-27T17:13:00
pi_906654716,1002,VIP,61.65,2.46,3.08,0.0,59.19,CAD,captured,0,,2025-05-22T14:31:00
pi_663784247,1002,VIP,58.81,2.36,2.94,0.0,56.45,CAD,captured,0,,2025-05-22T22:29:00
pi_615626814,1002,Senior,14.66,0.81,0.73,0.0,13.85,CAD,captured,0,,2025-05-22T19:52:00
pi_437721129,1002,General,26.71,1.24,1.34,0.0,25.47,CAD,captured,0,,2025-06-03T17:13:00
pi_379665196,1002,General,24.19,1.15,1.21,0.0,23.04,CAD,captured,0,,2025-06-01T22:14:00
pi_153625764,1002,VIP,57.01,2.3,2.85,0.0,54.71,CAD,captured,0,,2025-05-25T06:46:00
